Institute,ID Number,Project,Higher Group,Family,Genus,Species ,Standard,Buffer,mean1,mean2,cv1,cv2,ratio,ave.sample,ave.standard,GS pg (2C),GS pg (1C),1C/Gbp,cv.sample,cv.standard,SD(R).sample,measured by,Date,DToL Specimen ID,Previous estimate (2C) (prime*),Comments on DToL sample,,,,,
,,,,,,,,,219.77,561.12,2.65,2.29,2.553,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.21,574.44,2.69,2.25,2.517,,,,,,,,,,,,,,,,,,
RBGK,MC9067,DTOL,Angiosperm,Aponogetonaceae,Aponogeton,distachyos,>Petro,GPB3%PVPBmet,238.96,569,2.9,2.63,2.381,579.6733333,246.26,10.59,5.30,5.18,2.48,2.59,0.025,Sahr Mian,1/9/2020,KDTOL10071, 7.9 (1988)*,,,,,,
,,,,,,,,,245.65,577.65,2.36,2.49,2.352,,,,,,,,,,,,,,,,,,
,,,,,,,,,254.17,592.37,2.51,2.31,2.331,,,,,,,,,,,,,,,,,,
RBGK,MC9068,DTOL,Angiosperm,Pontederiaceae,Pontederia,cordata,<Petro,GPB3%PVPBmet,186.54,611.15,2.77,2.45,3.276,192.57,619.57,1.40,0.70,0.68,2.70,2.44,0.055,Sahr Mian ,1/9/2020,KDTOL10072,1.6 (1988)*,,,,,,
,,,,,,,,,194.64,625.33,2.74,2.45,3.213,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.53,622.23,2.59,2.41,3.166,,,,,,,,,,,,,,,,,,
RBGK,MC9069,DTOL,Angiosperm,Butomaceae,Butomus,umbellatus,>Petro,GPB3%PVPBmet,216.62,420.33,2.68,2.49,1.940,426.7966667,220.8966667,8.69,4.35,4.25,2.27,2.76,0.009,Sahr Mian,1/9/2020,KDTOL10073, 11.27 (2014)*  9.8 (1988),,,,,,
,,,,,,,,,220.51,426.53,2.97,2.07,1.934,,,,,,,,,,,,,,,,,,
,,,,,,,,,225.56,433.53,2.64,2.24,1.922,,,,,,,,,,,,,,,,,,
RBGK,MC9070,DTOL,Angiosperm,Cyperaceae,Schoenoplectus,lacustris,<Petro,GPB3%PVPBmet,179.42,616.45,2.78,2.5,3.436,185.4566667,624.7433333,1.34,0.67,0.65,2.97,2.22,0.069,Sahr Mian ,1/9/2020,KDTOL10074,1.13 (2014)*,,,,,,
,,,,,,,,,182.72,616.94,3.18,2,3.373,,,,,,,,,,,,,,,,,,
,,,,,,,,,194.23,640.84,2.96,2.15,3.299,,,,,,,,,,,,,,,,,,
RBGE,ZAG1918,DTOL,Angiosperm,Oleaceae,Fraxinus,excelsior,<Petro,GPB3%PVPBmet,214.06,524.89,2.37,2.05,2.452,220.9866667,535.13,1.86,0.93,0.91,2.24,1.93,0.030,Sahr Mian ,2/9/2020,,1.68 (2014)*  1.9 (1984),This batch of RBGE samples was in the post for two days before arriving,,,,,
,,,,,,,,,220.37,533.7,2.26,1.81,2.422,,,,,,,,,,,,,,,,,,
,,,,,,,,,228.53,546.8,2.08,1.94,2.393,,,,,,,,,,,,,,,,,,
RBGE,ZAG1902,DTOL,Angiosperm,Fagaceae,Quercus,petraea,<Petro,GPB3%PVPBmet,178.87,401.97,2.93,2.87,2.247,182.0666667,405.3166667,2.02,1.01,0.99,2.97,2.57,0.020,Sahr Mian ,2/9/2020,,1.81 (2013)*  1.9 (1998),,,,,,
,,,,,,,,,181.77,404.53,2.99,2.51,2.226,,,,,,,,,,,,,,,,,,
,,,,,,,,,185.56,409.45,2.98,2.32,2.207,,,,,,,,,,,,,,,,,,
RBGE,ZAG1917,DTOL,Angiosperm,Lamiaceae,Prunella,vulgaris,<Petro,GPB3%PVPBmet,139.8,439.15,3.37,2.2,3.141,143.7766667,447.9833333,1.44,0.72,0.71,3.19,2.24,0.022,Sahr Mian ,2/9/2020,,1.3 (2010)* 1.39 (2013),,,,,,
,,,,,,,,,144.53,448.9,3.02,2.4,3.106,,,,,,,,,,,,,,,,,,
,,,,,,,,,147,455.9,3.18,2.11,3.101,,,,,,,,,,,,,,,,,,
RBGE,ZAG1901,DTOL,Angiosperm,Cornaceae,Cornus,sanguinea,<Petro,GPB3%PVPBmet,228.82,396.99,3.51,2.52,1.735,232.62,401.6666667,2.61,1.30,1.27,3.53,2.45,0.010,Sahr Mian ,2/9/2020,,2.32 (2010)*,,,,,,
,,,,,,,,,232.11,401.55,3.52,2.43,1.730,,,,,,,,,,,,,,,,,,
,,,,,,,,,236.93,406.46,3.55,2.41,1.715,,,,,,,,,,,,,,,,,,
RBGE,ZAG1900,DTOL,Angiosperm,Juncaceae,Luzula,sylvatica,<Solanum,GPB3%PVPBmet,162.72,626.76,3.65,2.1,3.851,168.8466667,637.6933333,0.53,0.26,0.26,3.52,2.01,0.077,Sahr Mian ,2/9/2020,,1.14 (2012)* 0.97 (2014),G2 overlap with sol,look at results again,,,,
,,,,,,,,,168.12,636.53,3.49,1.79,3.786,,,,,,,,,,,,,,,,,,
,,,,,,,,,175.7,649.79,3.41,2.13,3.698,,,,,,,,,,,,,,,,,,
RBGE,ZAG1899,DTOL,Angiosperm,Plantaginaceae,Plantago,lanceolata,<Petro,GPB3%PVPBmet,277.3,426.92,2.8,2,1.540,285.74,437.05,2.94,1.47,1.44,2.49,2.10,0.010,Sahr Mian ,2/9/2020,,2.9 (2012)*,,,,,,
,,,,,,,,,286.49,438.16,2.32,2.09,1.529,,,,,,,,,,,,,,,,,,
,,,,,,,,,293.43,446.07,2.34,2.21,1.520,,,,,,,,,,,,,,,,,,
RBGE,ZAG1898,DTOL,Angiosperm,Betulaceae,Alnus,glutinosa,<Solanum,GPB3%PVPBmet,224.25,417.69,3.91,3.42,1.863,231.1266667,427.69,1.08,0.54,0.53,3.61,3.21,0.016,Sahr Mian ,2/9/2020,,"previous sample 1.14 (1.34, 1.23 kew)",,,,,,
,,,,,,,,,230.72,428.43,3.66,3.25,1.857,,,,,,,,,,,,,,,,,,
,,,,,,,,,238.41,436.95,3.25,2.95,1.833,,,,,,,,,,,,,,,,,,
RBGK,MC9071,DTOL,Angiosperm,Lamiaceae,Lamium,album,<Petro,GPB3%PVPBmet,171.83,407.85,2.59,2.18,2.374,183.65,425.5666667,1.94,0.97,0.95,2.84,2.22,0.048,Sahr Mian ,3/9/2020,KDTOL10076,2.2 (1972)*,,,,,,
,,,,,,,,,185.64,427.4,2.79,2.13,2.302,,,,,,,,,,,,,,,,,,
,,,,,,,,,193.48,441.45,3.15,2.35,2.282,,,,,,,,,,,,,,,,,,
RBGK,MC9072,DTOL,Angiosperm,Lamiaceae,Ballota,nigra,<Petro,GPB3%PVPBmet,204.72,318.83,2.53,2.81,1.557,210.5666667,325.9133333,2.91,1.45,1.42,2.45,2.57,0.010,Sahr Mian ,3/9/2020,KDTOL10077,No previous estimate,,,,,,
,,,,,,,,,210.94,326.82,2.43,2.56,1.549,,,,,,,,,,,,,,,,,,
,,,,,,,,,216.04,332.09,2.38,2.34,1.537,,,,,,,,,,,,,,,,,,
RBGK,MC9073,DTOL,Angiosperm,Primulaceae,Lysimachia,vulgaris,<Pisum,GPB3%PVPBmet,180.27,355.69,2.4,1.93,1.973,185.78,365.93,4.61,2.31,2.26,2.27,1.65,0.003,Sahr Mian,3/9/2020,KDTOL10078,No previous estimate,,,,,,
,,,,,,,,,185.68,365.72,2.37,1.7,1.970,,,,,,,,,,,,,,,,,,
,,,,,,,,,191.39,376.38,2.03,1.31,1.976,,,,,,,,,,,,,,,,,,
RBGK,MC9074,DTOL,Angiosperm,Rosaceae,Comarum,palustre,<Petro,GPB3%PVPBmet,186.18,614.34,3.59,2.88,3.300,195.7166667,629.6566667,1.40,0.70,0.68,3.61,2.76,0.080,Sahr Mian ,3/9/2020,KDTOL10079,1.07 (2016)*,,,,,,
,,,,,,,,,194.15,625.15,3.64,2.82,3.220,,,,,,,,,,,,,,,,,,
,,,,,,,,,206.82,649.48,3.61,2.59,3.140,,,,,,,,,,,,,,,,,,
RBGK,MC9075,DTOL,Angiosperm,Ranunculaceae,Pulsatilla,vulgaris,<Allium,GPB3%PVPBmet,220.96,298.85,2.93,2.11,1.353,225.5133333,303.12,25.96,12.98,12.69,2.94,2.17,0.008,Sahr Mian,3/9/2020,KDTOL10080,34.8 (2005)* Kew prev estimate 27.14,,,,,,
,,,,,,,,,224.98,301.86,2.99,2.3,1.342,,,,,,,,,,,,,,,,,,
,,,,,,,,,230.6,308.65,2.89,2.11,1.338,,,,,,,,,,,,,,,,,,
RBGK,MC9076,DTOL,Angiosperm,Lamiaceae,Thymus,serpyllum,<Petro,GPB3%PVPBmet,133.41,241.17,3.5,2.96,1.808,142.7666667,252.6633333,2.54,1.27,1.24,3.34,2.91,0.035,Sahr Mian ,3/9/2020,KDTOL10081,No previous estimate,,,,,,
,,,,,,,,,142.62,252.17,3.45,3.09,1.768,,,,,,,,,,,,,,,,,,
,,,,,,,,,152.27,264.65,3.08,2.68,1.738,,,,,,,,,,,,,,,,,,
RBGK,MC9077,DTOL,Angiosperm,Rosaceae,Geum,rivale,<Petro,GPB3%PVPBmet,198.3,352.31,3.71,2.62,1.777,209.1466667,364.73,2.58,1.29,1.26,3.44,2.17,0.030,Sahr Mian ,3/9/2020,KDTOL10082,No previous estimate,,,,,,
,,,,,,,,,210.03,365.5,3.27,2.05,1.740,,,,,,,,,,,,,,,,,,
,,,,,,,,,219.11,376.38,3.33,1.85,1.718,,,,,,,,,,,,,,,,,,
RBGK,MC9078,DTOL,Angiosperm,Violaceae,Viola,riviniana,<Petro,GPB3%PVPBmet,205.62,342.94,4.12,3.79,1.668,217.7333333,359.33,2.73,1.36,1.33,4.94,3.77,0.019,Sahr Mian ,3/9/2020,KDTOL10083," 1.13 (2013)* 2.7 (1985)*  2.79, 2.82 (2011)","Material past its peak, sample came out gooey and slimey. Limited material to try.",,,,,Sanger - low DNA yield
,,,,,,,,,215.13,356,5.95,3.81,1.655,,,,,,,,,,,,,,,,,,
,,,,,,,,,232.45,379.05,4.75,3.71,1.631,,,,,,,,,,,,,,,,,,
RBGK,MC9079,DTOL,Angiosperm,Cistaceae,Helianthemum,apenninum,<Pisum,OXPRO,239,346.05,3.04,3.42,1.448,256.4866667,367.4666667,6.34,3.17,3.10,2.88,2.92,0.015,Sahr Mian,4/9/2020,KDTOL10084,No previous estimate,"Awful sample to work with, very slimey, all buffers tried. No previous estimate",,,,,
,,,,,,,,,259.07,371.49,2.76,2.52,1.434,,,,,,,,,,,,,,,,,,
,,,,,,,,,271.39,384.86,2.83,2.81,1.418,,,,,,,,,,,,,,,,,,
RBGK,MC9080,DTOL,Angiosperm,Ericaceae,Erica,ciliaris,<Solanum,GPB3%PVPBmet,176.25,339.69,3.52,2.93,1.927,183.91,348.7466667,1.05,0.53,0.52,3.59,2.68,0.028,Sahr Mian ,4/9/2020,KDTOL10085,No previous estimate,,,,,,
,,,,,,,,,187.19,354.11,3.65,2.57,1.892,,,,,,,,,,,,,,,,,,
,,,,,,,,,188.29,352.44,3.61,2.53,1.872,,,,,,,,,,,,,,,,,,
RBGK,MC9081,DTOL,Angiosperm,Plantaginaceae,Veronica,spicata,<Petro,GPB3%PVPBmet,281.68,386.18,2.79,2.3,1.668,296.7766667,401.5166667,3.33,1.66,1.63,2.82,2.18,0.019,Sahr Mian ,4/9/2020,KDTOL10086,1.44 (2013)*,Potential polyploid,,,,,
,,,,,,,,,298.58,402.38,2.71,2.04,1.655,,,,,,,,,,,,,,,,,,
,,,,,,,,,310.07,415.99,2.95,2.21,1.631,,,,,,,,,,,,,,,,,,
RBGK,MC9082,DTOL,Angiosperm,Cyperaceae,Carex,depauperata,<Petro,GPB3%PVPBmet,172.82,449.06,2.7,2.3,2.598,179.1466667,456.69,1.77,0.88,0.86,2.58,2.21,0.044,Sahr Mian ,4/9/2020,KDTOL10087,1.44 (2013)*,potential polyploid?,,,,,
,,,,,,,,,179.35,455.99,2.11,2.26,2.543,,,,,,,,,,,,,,,,,,
,,,,,,,,,185.27,465.02,2.93,2.07,2.510,,,,,,,,,,,,,,,,,,
RBKG,MC9083,DTOL,Angiosperm,Fabaceae,Lathyrus,linifolius,>Pisum,GPB3%PVPBmet,240.28,312.95,2.14,1.68,1.302,320.0866667,246.9866667,11.78,5.89,5.76,1.73,2.11,0.007,Sahr Mian ,4/9/2020,KDTOL10088,24.4 in lit search,,,,,,
,,,,,,,,,247.69,321.23,2.09,1.68,1.297,,,,,,,,,,,,,,,,,,
,,,,,,,,,252.99,326.08,2.1,1.82,1.289,,,,,,,,,,,,,,,,,,
RBGK,MC9084,DTOL,Angiosperm,Sarraceniaceae,Sarracenia,purpurea,>Petro,OXPRO,168.05,310.33,2.79,2.94,1.847,326.0933333,180.69,8.12,4.06,3.97,2.96,3.03,0.044,Sahr Mian,4/9/2020,KDTOL10090/91,7 (2012)*,,,,,,
,,,,,,,,,181.66,329.15,3.08,2.86,1.818,,,,,,,,,,,,,,,,,,
,,,,,,,,,192.36,338.8,3.22,3.07,1.761,,,,,,,,,,,,,,,,,,
RBGK,MC9085,DTOL,Angiosperm,Typhaceae,Typha,latifolia,<Solanum,GPB3%PVPBmet,160.16,545.13,3.48,2.12,1.863,168.9966667,567.1566667,0.60,0.30,0.29,3.90,2.51,0.016,Sahr Mian ,4/9/2020,KDTOL10089,0.6 (1984)*,,,,,,
,,,,,,,,,170.42,571.09,4.03,2.53,1.857,,,,,,,,,,,,,,,,,,
,,,,,,,,,176.41,585.25,4.18,2.87,1.833,,,,,,,,,,,,,,,,,,
RBGK,MC9086,DTOL,Angiosperm,Papaveraceae,Chelidonium,majus,<Petro,GPB3%PVPBmet,208.77,377.81,2.85,2.9,1.810,213.9466667,381.2366667,2.53,1.26,1.23,2.88,2.83,0.025,Sahr Mian ,7/9/2020,KDTOL10092,2.26 (2013)* 2.4 (1983),,,,,,
,,,,,,,,,212.63,378.28,2.95,2.83,1.779,,,,,,,,,,,,,,,,,,
,,,,,,,,,220.44,387.62,2.83,2.77,1.761,,,,,,,,,,,,,,,,,,
RBGK,MC9087,DTOL,Angiosperm,Scrophulariaceae,Scrophularia,auriculata,>Solanum,GPB3%PVPBmet,240.25,388.49,3.47,2.77,1.791,410.08,256.1733333,3.20,1.60,1.57,2.75,3.08,0.011,Sahr Mian ,7/9/2020,KDTOL10093,1.19 (2012)* 1.38 (2012),polyploid?,,,,,
,,,,,,,,,260.31,414.36,3.02,2.97,1.779,,,,,,,,,,,,,,,,,,
,,,,,,,,,267.96,427.39,2.75,2.5,1.769,,,,,,,,,,,,,,,,,,
RBGK,MC9088,DTOL,Monilophyte,Equisetaceae,Equisetum,arvense,<Allium,GPB3%PVPBmet,266.95,324.83,3.32,2.7,1.217,272.4233333,329.0566667,28.89,14.44,14.12,3.43,2.66,0.009,Sahr Mian,7/9/2020,KDTOL10094,29.29 (2011)* 28.40 (1988),,,,,,
,,,,,,,,,275.09,332.27,3.13,2.72,1.208,,,,,,,,,,,,,,,,,,
,,,,,,,,,275.23,330.07,3.84,2.56,1.199,,,,,,,,,,,,,,,,,,
RBGK,MC9089,DTOL,Monilophyte,Equisetaceae,Equisetum,palustre,<Allium,GPB3%PVPBmet,265.48,331,2.57,2.96,1.247,272.3033333,339.6266667,27.97,13.99,13.68,2.57,2.77,0.002,Sahr Mian,8/9/2020,KDTOL10095,28.5 2012)* 25 (1998),,,,,,
,,,,,,,,,271.85,338.65,2.5,2.74,1.246,,,,,,,,,,,,,,,,,,
,,,,,,,,,279.58,349.23,2.65,2.61,1.249,,,,,,,,,,,,,,,,,,
RBGK,MC9090,DTOL,Angiosperm,Viscaceae,Viscum,album,>Allium,GPB3%PVPBmet,101.94,540.49,3.04,2.77,5.395,545.1533333,106.9766667,177.80,88.90,86.94,3.41,2.81,0.019,Sahr Mian,7/9/2020,KDTOL10096,,Found on Hawthorne in Hampton court,,,,,
,,,,,,,,,106.81,543.5,2.93,3.52,5.372,,,,,,,,,,,,,,,,,,
,,,,,,,,,112.18,551.47,2.45,3.93,5.357,,,,,,,,,,,,,,,,,,
RBGK,MC9091,DTOL,Monilophyte,Aspleniaceae,Asplenium,ruta - muraria,>Pisum,OXPRO,225.97,323.84,3.02,3.96,1.433,343.5433333,238.87,13.07,6.54,6.39,3.82,3.45,0.009,Sahr Mian,8/9/2020,KDTOL10097,13.40 (2015)*  16.94  (2010),Sanger - low DNA yield,,,,,
,,,,,,,,,237.95,340.78,3.6,4.08,1.432,,,,,,,,,,,,,,,,,,
,,,,,,,,,252.69,366.01,3.73,3.43,1.448,,,,,,,,,,,,,,,,,,
RBGK,MC9092,DTOL,Monilophyte,Polipodiaceae,Polypodium,vulgare,>Allium,GPB3%PVPBmet,303.41,397.32,2.34,2.39,1.310,405.47,307.4966667,46.01,23.00,22.50,2.51,2.46,0.013,Sahr Mian,8/9/2020,KDTOL10098,29 (2003)* 39.73 (2013),Potential triploid,,,,,
,,,,,,,,,307.93,404.17,2.3,2.61,1.313,,,,,,,,,,,,,,,,,,
,,,,,,,,,311.15,414.92,2.73,2.54,1.334,,,,,,,,,,,,,,,,,,
RBGK,MC9093,DTOL,Angiosperm,Ranunculaceae,Clematis,vitalba,<Allium,OXPRO,148.4,274.67,5.47,1.93,1.387,153.8666667,281.2633333,19.09,9.54,9.33,5.77,2.58,0.248,Sahr Mian,7/9/2020,KDTOL10099,16.81 (2013)* 18.10 (1984),"All buffers tried, degraded sample.",,,,,
,,,,,,,,,153.62,278.56,5.32,2.39,1.813,,,,,,,,,,,,,,,,,,
,,,,,,,,,159.58,290.56,6.52,3.43,1.821,,,,,,,,,,,,,,,,,,
RBGK,MC9094,DTOL,Angiosperm,Rubiaceae,Galium,aparine,>Oryza,OXPRO,190.83,412.21,3.29,2.97,2.160,446.8733333,207.17,2.16,1.08,1.05,2.84,3.50,0.007,Sahr Mian,7/9/2020,KDTOL10100,2.9 (2012)* 3.75( Zonneveld 2005),,,,,,
,,,,,,,,,209.36,449.86,3.5,2.75,2.149,,,,,,,,,,,,,,,,,,
,,,,,,,,,221.32,478.55,3.72,2.8,2.162,,,,,,,,,,,,,,,,,,
RBGK,MC9095,DTOL,Angiosperm,Balsaminaceae,Impatiens,glandulifera,<Petro,GPB3%PVPBmet,159.58,357.32,3.53,2.85,2.239,165.9833333,365.5366667,2.04,1.02,1.00,3.30,2.50,0.037,Sahr Mian ,7/9/2020,KDTOL10101,2.3 (1989)*  1.90 (2010),,,,,,
,,,,,,,,,165.99,366.1,3.28,2.29,2.205,,,,,,,,,,,,,,,,,,
,,,,,,,,,172.38,373.19,3.09,2.36,2.165,,,,,,,,,,,,,,,,,,
RBGK,MC9096,DTOL,Angiosperm,Scrophulariaceae,Buddleja,davidii,<Petro,GPB3%PVPBmet,192.35,273.57,3.2,3.13,1.422,197.77,281.74,3.16,1.58,1.54,2.79,2.44,0.004,Sahr Mian ,7/9/2020,KDTOL10102,2.74 (2009)* 2.90 (2005)  3.10 (2012),,,,,,
,,,,,,,,,197.49,282.21,2.56,2.03,1.429,,,,,,,,,,,,,,,,,,
,,,,,,,,,203.47,289.44,2.62,2.16,1.423,,,,,,,,,,,,,,,,,,
RBGK,MC9097,DTOL,Angiosperm,Sapindaceae,Acer,campastre,<Petro,GPB3%PVPBmet,154.87,437.7,3.52,2.94,2.826,159.0066667,442.6833333,1.62,0.81,0.79,2.94,2.70,0.037,Sahr Mian ,9/9/2020,KDTOL10103,"1.3, 2.70 (2010)* 1.41 (2013)",,,,,,
,,,,,,,,,159.68,443.14,2.45,2.44,2.776,,,,,,,,,,,,,,,,,,
,,,,,,,,,162.47,447.21,2.86,2.73,2.753,,,,,,,,,,,,,,,,,,
RBGK,MC9098,DTOL,Angiosperm,Aquifoliaceae,Ilex,aquifolium,<Petro,GPB3%PVPBmet,184.6,405.68,2.91,2.51,2.198,189.9466667,412.1466667,2.07,1.04,1.01,2.88,2.53,0.027,Sahr Mian ,9/9/2020,KDTOL10104,2.3 (1989)*  1.93 (2007),,,,,,
,,,,,,,,,189.02,410.07,2.91,2.82,2.169,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.22,420.69,2.82,2.27,2.144,,,,,,,,,,,,,,,,,,
RBGK,MC9099,DTOL,Angiosperm,Araliaceae,Hedera,helix,<Petro,GPB3%PVPBmet,224.9,321.51,2.77,2.31,1.430,231.6866667,328.8266667,3.17,1.59,1.55,2.77,2.01,0.009,Sahr Mian ,9/9/2020,KDTOL10105,3.00 (1987)* ,,,,,,
,,,,,,,,,233.48,330.48,2.56,1.87,1.415,,,,,,,,,,,,,,,,,,
,,,,,,,,,236.68,334.49,2.99,1.86,1.413,,,,,,,,,,,,,,,,,,
RBGK,MC9100,DTOL,Angiosperm,Buxaceae,Buxus,sempervirens,<Petro,GPB3%PVPBmet,170.7,434.36,3.2,2.47,2.545,183.1366667,451.8566667,1.82,0.91,0.89,3.15,2.35,0.088,Sahr Mian ,9/9/2020,KDTOL10106,1.4 and 2.15 (2011)*  1.62(2003),,,,,,
,,,,,,,,,176.94,442.05,3.82,2.27,2.498,,,,,,,,,,,,,,,,,,
,,,,,,,,,201.77,479.16,2.44,2.3,2.375,,,,,,,,,,,,,,,,,,
RBGK,MC9101,DTOL,Angiosperm,Geraniaceae,Geranium ,robertianum,<Petro,GPB3%PVPBmet,218.15,375.25,2.67,2.25,1.720,222.4433333,379.26,2.64,1.32,1.29,2.76,2.27,0.016,Sahr Mian ,9/9/2020,KDTOL10107,no previous estimate,,,,,,
,,,,,,,,,222.2,379.35,2.76,2.37,1.707,,,,,,,,,,,,,,,,,,
,,,,,,,,,226.98,383.18,2.86,2.18,1.688,,,,,,,,,,,,,,,,,,
RBGK,MC9102,DTOL,Angiosperm,Polygonaceae,Polygonum,aviculare,<Petro,GPB3%PVPBmet,159.93,396.7,2.75,2.25,2.481,169.56,409.7933333,1.86,0.93,0.91,2.56,2.17,0.061,Sahr Mian ,10/9/2020,KDTOL10108,1.61 (2013)* 1.61 (2010) 1.71 (1993),,,,,,
,,,,,,,,,167.77,405.73,2.37,2.39,2.418,,,,,,,,,,,,,,,,,,
,,,,,,,,,180.98,426.95,2.57,1.87,2.359,,,,,,,,,,,,,,,,,,
RBGK,MC9103,DTOL,Angiosperm,Onagraceae,Chamaenerion,angustifolium,<Petro,GPB3%PVPBmet,180.21,484.96,3.67,2.64,2.481,187.9766667,494.89,1.71,0.85,0.84,3.27,2.44,0.061,Sahr Mian ,9/9/2020,KDTOL10109,0.8 (1989)*,potential tetraploid,,,,,
,,,,,,,,,187.66,493.06,3.16,2.44,2.418,,,,,,,,,,,,,,,,,,
,,,,,,,,,196.06,506.65,2.98,2.24,2.359,,,,,,,,,,,,,,,,,,
RBGK,MC9104,DTOL,Angiosperm,Celastraceae,Euonymus,europaeus,<Petro,OXPRO,129,505.21,3.37,1.79,3.916,137.1433333,519.96,1.19,0.59,0.58,3.44,1.83,0.139,Sahr Mian ,9/9/2020,KDTOL10110,1.88 (2010)* ,,,,,,
,,,,,,,,,135.59,519.51,3.5,1.66,3.831,,,,,,,,,,,,,,,,,,
,,,,,,,,,146.84,535.16,3.45,2.05,3.645,,,,,,,,,,,,,,,,,,
RBGK,MC9105,DTOL,Angiosperm,Ranunculaceae,Ranunculus,acris,>Petro,GPB3%PVPBmet,217.04,485.64,2.23,1.6,2.238,498.22,227.01,9.88,4.94,4.83,1.69,2.45,0.041,Sahr Mian,9/9/2020,KDTOL10111,8.9 and 15.6 (1974)* 9.4 (1974) 10.7 (1975),,,,,,
,,,,,,,,,227.38,498.74,2.43,1.59,2.193,,,,,,,,,,,,,,,,,,
,,,,,,,,,236.61,510.28,2.69,1.87,2.157,,,,,,,,,,,,,,,,,,
RBGK,MC9106,DTOL,Angiosperm,Chenopodiaceae,Suaeda,vera,<Petro,GPB3%PVPBmet,171.78,313.63,3.28,2.94,1.826,181.71,325.2233333,2.51,1.26,1.23,3.30,2.70,0.031,Sahr Mian ,9/9/2020,KDTOL10112,No previous estimate,Sanger - low DNA yield,,,,,
,,,,,,,,,182.24,324.58,3.6,2.44,1.781,,,,,,,,,,,,,,,,,,
,,,,,,,,,191.11,337.46,3.01,2.73,1.766,,,,,,,,,,,,,,,,,,
MSB,678632,DTOL,Angiosperm,Lamiaceae,Scutellaria,minor,<Solanum,GPB3%PVPBmet,298.80,711.92,3.80,2.74,2.383,318.20,743.14,0.85,0.42,0.41,3.55,2.73,0.04,Sahr Mian,22/07/2020,KDTOL10113,No previous estimate,,,,,,
,,,,,,,,,320.08,743.77,3.65,2.86,2.324,,,,,,,,,,,,,,,,,,
,,,,,,,,,335.72,773.73,3.21,2.60,2.305,,,,,,,,,,,,,,,,,,
MSB,71048,DTOL,Angiosperm,Lamiaceae,Scutellaria,galericulata,<Solanum,GPB3%PVPBmet,284.65,707.99,4.72,3.13,2.487,307.15,747.89,0.81,0.41,0.40,3.98,2.90,0.04,Sahr Mian,22/07/2020,KDTOL10114,No previous estimate,,,,,,
,,,,,,,,,309.33,743.46,4.11,2.88,2.403,,,,,,,,,,,,,,,,,,
,,,,,,,,,327.47,792.23,3.10,2.68,2.419,,,,,,,,,,,,,,,,,,
RBGE,ZAG1912,DTOL,Monilophyte,Equisetaceae,Equisetum,arvense,<Allium,GPB3%PVPBmet,246.48,297.37,2.63,3.63,1.206,251.66,306.1633333,28.68,14.34,14.02,2.54,3.26,0.010,Sahr Mian,8/9/2020,,"28.89 kew estimate, 29.29 (2011)*",,,,,,
,,,,,,,,,252.89,308.12,2.38,3.01,1.218,,,,,,,,,,,,,,,,,,
,,,,,,,,,255.61,313,2.6,3.15,1.225,,,,,,,,,,,,,,,,,,
RBGE,ZAG1913,DTOL,Monilophyte,Equisetaceae,Equisetum,hyemale,>Allium,GPB3%PVPBmet,296.36,511.01,2.5,2.61,1.724,532.7666667,305.5033333,60.84,30.42,29.75,2.86,2.57,0.022,Sahr Mian,8/9/2020,,52.6 (2005)*,,,,,,
,,,,,,,,,305.07,530.48,2.68,2.94,1.739,,,,,,,,,,,,,,,,,,
,,,,,,,,,315.08,556.81,2.53,3.02,1.767,,,,,,,,,,,,,,,,,,
RBGE,ZAG1916,DTOL,Monilophyte,Marsileaceae,Pilularia,globulifera,<Petro,GPB3%PVPBmet,153.69,327.32,4.33,2.67,2.130,164.3433333,355.01,2.08,1.04,1.02,3.54,2.96,0.034,Sahr Mian ,8/9/2020,,No previous estimate,,,,,,
,,,,,,,,,167.13,359.47,3.21,3.87,2.151,,,,,,,,,,,,,,,,,,
,,,,,,,,,172.21,378.24,3.08,2.34,2.196,,,,,,,,,,,,,,,,,,
RBGE,RG1,DTOL,Lycophyte,Lycopodiaceae,Huperzia,selago,<Allium,GPB3%PVPBmet,295.17,489.43,4.03,2.03,1.658,306.84,501.9366667,21.33,10.66,10.43,4.66,2.17,0.019,Sahr Mian,29/10/20,,11,Tetraploid,,,,,
,,,,,,,,,310.08,503.62,4.38,1.91,1.624,,,,,,,,,,,,,,,,,,
,,,,,,,,,315.27,512.76,5.58,2.56,1.626,,,,,,,,,,,,,,,,,,
RBGE,RG2,DTOL,Lycophyte,Lycopodiaceae,Huperzia,selago,>Petro,GPB3%PVPBmet,255.79,601.99,2.31,3.86,2.253,617.2033333,265.8333333,10.45,5.22,5.11,3.67,2.03,0.031,Sahr Mian,29/10/20,,11,,,,,,
,,,,,,,,,267.72,618.07,1.85,3.26,2.309,,,,,,,,,,,,,,,,,,
,,,,,,,,,273.99,631.55,1.93,3.89,2.305,,,,,,,,,,,,,,,,,,
RBGE,RG3,DTOL,Lycophyte,Lycopodiaceae,Huperzia,selago,>Petro,GPB3%PVPBmet,216.87,493.13,2.97,3.91,2.274,507.8966667,227.0766667,10.07,5.03,4.92,3.84,2.83,0.590,Sahr Mian,29/10/20,,11,,,,,,
,,,,,,,,,234.8,519.91,2.64,3.97,2.214,,,,,,,,,,,,,,,,,,
